order_id,order_status,shipment_date,delivery_date,return_date,return_status
UK-b10aae75,Shipped,2021-12-26,2021-04-21,,Not Returned
IN-07ce544a,Returned,2021-06-05,2021-12-04,,Returned
IN-62f08176,In Transit,2020-04-06,2024-11-21,,Returned
US-17d81aab,Shipped,2024-11-09,2023-07-21,,Returned
US-c3388954,Delivered,2021-07-29,2021-07-13,,Not Returned
AU-9a332833,Returned,2022-11-06,2024-04-11,,Returned
AU-000cee85,Returned,2021-01-02,2024-06-22,,Not Returned
AU-85082399,Shipped,2022-01-02,2020-05-30,,Not Returned
CA-2a44bf00,Shipped,2024-09-01,2024-08-26,,Not Returned
CA-bb83e48e,Shipped,2023-12-09,2023-08-11,,Returned
CA-d99b6cb6,Shipped,2023-10-31,2025-01-13,,Returned
US-f064233a,In Transit,2020-12-28,2021-09-07,,Returned
US-c2b3663f,Returned,2021-08-06,2023-08-24,,Returned
UK-e8c11238,In Transit,2022-07-28,2020-01-15,,Returned
UK-773017b5,Shipped,2023-08-07,2021-12-17,,Returned
UK-3159e8c5,Returned,2020-03-26,2021-06-21,,Returned
UK-da26a7ba,Delivered,2024-06-27,2024-01-27,,Not Returned
UK-1f871ee0,Shipped,2023-08-25,2023-10-19,,Returned
UK-b07f0648,In Transit,2024-10-04,2022-10-04,,Returned
IN-aeb65bdc,Shipped,2024-07-08,2023-11-01,,Returned
IN-be6e2df4,Returned,2020-10-04,2023-10-23,,Returned
AU-953d54d1,Returned,2020-08-31,2023-10-04,,Returned
AU-fa6e6059,Returned,2024-05-08,2024-11-23,,Returned
AU-310bd353,Returned,2023-12-22,2021-08-04,,Returned
IN-88a354cb,Delivered,2022-12-03,2021-12-27,,Returned
US-f42dcdd1,Shipped,2020-09-12,2020-04-17,,Returned
US-6f382798,Delivered,2022-03-19,2022-08-05,,Not Returned
UK-4c580c8e,In Transit,2020-10-31,2021-12-22,,Not Returned
IN-4c41daac,Delivered,2022-03-28,2023-10-15,,Not Returned
IN-50c2ebdc,Shipped,2022-06-24,2025-03-03,,Returned
UK-62077672,Delivered,2024-08-13,2024-02-02,,Returned
UK-3e17ba92,Delivered,2023-11-07,2020-07-04,2025-01-09,Not Returned
UK-f27e763e,Shipped,2021-03-24,2023-02-03,,Returned
CA-729eaaf7,In Transit,2022-11-12,2021-03-05,,Returned
CA-d6932f5a,Delivered,2021-01-06,2020-06-09,,Returned
IN-051a82aa,Delivered,2024-08-29,2023-03-21,,Returned
IN-bc29d929,Delivered,2024-12-07,2022-10-24,,Returned
IN-1f06e6db,Delivered,2020-10-23,2023-07-17,2020-01-18,Returned
US-f26c81bf,Shipped,2021-12-08,2023-07-05,,Not Returned
US-f9b57e25,In Transit,2025-01-04,2020-05-12,,Not Returned
US-57c31ce4,Returned,2020-08-11,2022-02-23,,Returned
AU-41d72257,Returned,2022-06-21,2022-03-11,,Returned
UK-2e72a609,In Transit,2021-03-22,2021-09-02,,Returned
UK-e038a2a8,Delivered,2021-01-17,2021-02-02,,Not Returned
UK-5411776e,Shipped,2022-06-10,2024-06-08,,Not Returned
US-eb8d63d3,Returned,2020-08-17,2020-11-23,,Returned
US-eed48a20,In Transit,2020-07-05,2020-01-15,,Not Returned
US-3eab9484,Delivered,2023-05-07,2024-02-25,2024-12-23,Not Returned
AU-c3464def,Delivered,2020-11-09,2023-01-29,,Not Returned
AU-3ec6f96e,Delivered,2021-12-07,2022-05-17,,Returned
AU-c34953a7,Delivered,2020-02-25,2023-06-22,2020-05-22,Not Returned
UK-61d25908,Shipped,2023-04-26,2021-08-05,,Not Returned
CA-c26d14d3,Returned,2022-07-27,2022-02-24,,Returned
CA-40ec5f5b,Returned,2021-02-02,2022-09-16,,Returned
CA-57d0fd8e,Shipped,2024-07-19,2024-01-21,,Not Returned
UK-510570ee,Shipped,2021-05-01,2021-05-25,,Not Returned
UK-c8072a17,Delivered,2020-07-13,2024-11-18,,Returned
AU-c1c96af4,In Transit,2022-02-25,2021-04-06,,Returned
CA-f7b9d1cf,Returned,2020-09-23,2021-08-07,,Returned
CA-088bc601,In Transit,2021-12-18,2024-04-05,,Not Returned
IN-1a1ace2f,Shipped,2020-11-14,2025-02-18,,Returned
IN-7cd0d019,Shipped,2023-06-16,2020-05-15,,Returned
IN-ff8344d8,Returned,2023-10-12,2024-01-02,,Not Returned
CA-547c19fb,In Transit,2024-04-08,2020-06-19,,Not Returned
CA-c9a09a76,Delivered,2021-08-26,2021-05-09,2024-02-03,Not Returned
CA-bd4df1eb,Delivered,2024-11-15,2023-12-26,,Returned
US-a0a00e29,Delivered,2021-03-08,2020-10-06,2024-04-08,Not Returned
US-a3ba7679,Returned,2024-09-02,2021-06-23,,Not Returned
CA-2343c649,Returned,2022-12-22,2021-03-02,,Not Returned
CA-484f8be4,In Transit,2020-01-03,2021-09-16,,Not Returned
AU-e9b9b232,Returned,2024-09-23,2024-11-25,,Not Returned
AU-be1a9ffc,Returned,2022-09-06,2024-05-25,,Returned
AU-be36420d,In Transit,2022-02-03,2022-06-03,,Returned
AU-e0890400,Shipped,2020-08-03,2020-09-05,,Not Returned
AU-c94c6f15,Shipped,2021-03-06,2020-07-13,,Returned
AU-dd46647b,Delivered,2022-03-20,2021-03-22,,Returned
US-0c51d0a7,In Transit,2021-09-21,2020-07-11,,Returned
US-65963025,Delivered,2023-08-22,2021-08-13,,Not Returned
US-7df3f20b,Shipped,2021-08-07,2023-08-23,,Not Returned
IN-733f1c22,In Transit,2021-12-31,2020-06-26,,Returned
IN-5aedc473,Shipped,2023-07-06,2024-08-13,,Not Returned
IN-410d0b0e,Returned,2024-01-03,2022-01-03,,Not Returned
UK-6000d00e,Delivered,2021-02-03,2023-10-21,2021-11-29,Not Returned
UK-f5c41388,Returned,2021-04-30,2021-02-12,,Not Returned
UK-d5bda1a1,In Transit,2021-05-07,2022-07-28,,Not Returned
UK-9d3be926,Returned,2023-11-03,2020-06-27,,Returned
IN-28d3c9f1,In Transit,2020-09-07,2023-05-14,2024-01-14,Returned
IN-09e79f87,In Transit,2020-01-23,2023-06-26,,Returned
IN-8184d8a5,In Transit,2021-06-05,2021-02-24,2020-09-17,Returned
IN-f23fbd8e,Delivered,2024-08-16,2023-12-17,,Returned
IN-784e7ea6,Returned,2025-01-25,2020-02-15,,Not Returned
IN-372a90bf,Delivered,2022-10-27,2021-12-18,,Returned
AU-e76a9ab1,Shipped,2020-01-26,2023-05-17,,Not Returned
AU-728af905,Returned,2024-10-25,2024-06-18,,Not Returned
CA-a7354dc0,Delivered,2020-09-09,2020-08-19,,Not Returned
CA-8c62377e,In Transit,2022-09-28,2023-06-14,,Not Returned
CA-ec313238,Delivered,2021-08-20,2022-12-26,,Returned
IN-cbe8dabf,Returned,2020-10-12,2024-08-28,,Returned
US-b4e8037c,Shipped,2023-06-05,2020-08-10,2024-10-04,Not Returned
US-b10059b4,Returned,2022-12-25,2022-01-14,,Not Returned
UK-7faf392b,Delivered,2021-01-06,2020-04-02,,Not Returned
UK-4a02cec6,Returned,2023-08-19,2020-12-15,,Returned
UK-3215df09,Returned,2021-05-07,2024-01-05,,Returned
CA-2b10d2ac,In Transit,2021-09-08,2023-11-13,,Returned
CA-af039206,Returned,2020-03-29,2020-07-26,2023-04-02,Returned
CA-d75a9c6b,In Transit,2022-01-17,2022-10-11,,Returned
UK-9b462417,Delivered,2021-05-01,2022-07-27,2022-06-30,Returned
UK-69244c94,Returned,2023-01-29,2021-10-23,,Returned
UK-17c939a8,Returned,2023-11-25,2021-10-18,,Not Returned
IN-b49e3321,In Transit,2023-05-07,2024-02-18,,Returned
UK-398fd386,Returned,2021-11-02,2022-03-02,,Not Returned
UK-183449b3,In Transit,2021-10-20,2020-01-28,,Returned
US-0d38f02b,In Transit,2021-05-31,2020-06-09,,Returned
US-9f31c9b3,In Transit,2021-08-04,2022-05-10,,Returned
US-1e3f5b7d,Delivered,2022-07-22,2020-08-11,,Returned
AU-2a2b2105,Shipped,2023-08-05,2020-12-12,,Returned
AU-b8798243,In Transit,2023-05-12,2024-12-28,,Not Returned
AU-05273766,Returned,2024-08-28,2021-10-03,,Returned
AU-bf19579d,Shipped,2020-03-17,2024-07-17,,Returned
AU-c8145614,Returned,2020-05-23,2020-07-14,,Returned
AU-c2d05ab9,Shipped,2020-12-06,2023-02-07,,Returned
CA-88c8283d,In Transit,2020-08-07,2024-11-24,,Not Returned
CA-9ecf2d00,Shipped,2020-09-13,2024-08-20,,Not Returned
CA-ff2eb763,In Transit,2025-02-07,2022-12-21,,Returned
AU-81894c4f,Delivered,2023-09-13,2022-11-14,,Not Returned
AU-b9878f2e,Delivered,2023-10-30,2024-01-26,,Not Returned
CA-ff63c5e0,Delivered,2023-09-12,2020-07-22,2023-08-09,Not Returned
CA-49d8cd17,Shipped,2024-05-10,2022-09-09,,Returned
CA-8e85d394,Shipped,2024-09-10,2020-10-30,,Returned
UK-a4d82dc0,In Transit,2023-01-03,2024-12-31,,Returned
UK-89ae409f,Delivered,2021-09-26,2023-08-19,,Not Returned
US-e3093016,Delivered,2023-09-27,2025-02-22,,Not Returned
US-e76201c1,In Transit,2025-02-21,2021-02-17,,Returned
US-9d9fd68b,Shipped,2020-02-08,2021-11-18,,Returned
US-c98f3ea2,Delivered,2021-10-13,2023-11-11,,Returned
AU-9192d686,Delivered,2021-04-24,2024-02-13,,Not Returned
AU-906d460a,In Transit,2021-09-17,2023-02-06,,Returned
AU-dec76c00,In Transit,2021-11-25,2021-07-09,,Returned
CA-a9f8d6ad,In Transit,2020-05-02,2021-02-25,,Returned
CA-02965965,In Transit,2023-10-17,2024-07-24,,Returned
AU-ce54f8c1,Shipped,2023-02-27,2021-05-26,,Not Returned
AU-7f7173cf,Delivered,2020-03-25,2021-08-27,,Returned
AU-cf605b0e,In Transit,2021-07-29,2023-07-27,,Returned
IN-4147b075,Shipped,2024-04-18,2022-07-25,,Not Returned
IN-5c7d348c,Delivered,2022-07-19,2024-08-23,,Returned
US-c8121440,Returned,2021-10-21,2023-05-26,,Returned
US-88e631f1,Returned,2021-08-29,2023-09-09,,Not Returned
UK-67d57e85,In Transit,2020-09-27,2021-10-24,,Returned
UK-75862720,Delivered,2020-09-25,2024-02-04,,Not Returned
AU-cd630afc,Returned,2023-05-04,2023-11-15,,Returned
AU-d1d0a61f,In Transit,2020-09-11,2023-06-05,,Returned
AU-350c5d6e,Returned,2021-04-05,2024-05-26,,Not Returned
UK-6c93c8e1,Delivered,2022-03-16,2024-11-24,,Not Returned
US-fa40724a,Shipped,2023-05-10,2025-03-08,2021-07-20,Returned
US-2325f267,Shipped,2022-09-02,2023-09-09,,Returned
US-260b6024,Delivered,2020-12-05,2022-10-15,,Not Returned
CA-c44c19a5,Shipped,2022-06-20,2025-02-03,,Not Returned
UK-db27d10d,Returned,2021-03-06,2021-03-23,,Not Returned
UK-f9c6e6e3,Returned,2022-01-24,2023-12-10,2020-04-30,Not Returned
UK-e3fea87b,Returned,2022-06-28,2020-01-28,,Not Returned
IN-43d6d5bf,In Transit,2022-10-31,2023-09-20,,Not Returned
IN-d3ece119,In Transit,2021-10-05,2020-12-30,,Not Returned
AU-b408886b,Shipped,2020-05-11,2024-03-04,,Returned
CA-5ecb7696,Shipped,2023-06-29,2021-05-15,,Returned
US-a9eaee2a,In Transit,2024-12-22,2020-05-20,,Returned
US-b8822d02,Shipped,2022-10-02,2023-04-29,,Not Returned
US-fc163544,Returned,2024-11-09,2021-05-11,,Returned
AU-4b6e280d,In Transit,2021-03-16,2023-12-13,,Returned
UK-23d30680,Shipped,2024-07-29,2021-01-11,,Not Returned
IN-e4f638b0,Delivered,2022-09-10,2021-04-29,,Returned
IN-7834bf61,Delivered,2024-01-14,2021-08-18,,Not Returned
IN-47aeab6d,Returned,2020-03-14,2024-09-26,,Not Returned
IN-af3efc93,Shipped,2021-06-22,2020-02-25,,Not Returned
IN-779e86f2,Shipped,2024-03-04,2022-04-01,,Not Returned
IN-0646de56,Returned,2025-01-28,2024-03-24,,Not Returned
UK-1fcb69ad,In Transit,2022-09-07,2024-09-02,,Not Returned
UK-26fb89d2,Shipped,2022-09-08,2022-12-17,,Returned
UK-25b26451,Delivered,2020-01-10,2020-07-17,,Returned
CA-11bedab8,Returned,2021-08-22,2022-07-05,,Returned
AU-10f86fca,Shipped,2023-10-19,2022-04-25,,Not Returned
IN-b48bf842,In Transit,2021-01-16,2023-07-07,,Returned
IN-560c738f,Returned,2022-10-15,2022-11-01,,Not Returned
UK-8d370c00,Returned,2023-04-20,2023-09-08,,Not Returned
CA-6255220f,Shipped,2024-07-11,2020-04-09,,Not Returned
AU-b03cf19b,Returned,2023-04-26,2021-03-05,,Returned
AU-2e6c1b74,Returned,2021-11-30,2023-10-30,,Not Returned
US-98d35597,Delivered,2023-12-21,2024-01-24,,Returned
UK-44b6d5e4,In Transit,2022-05-31,2020-10-23,,Not Returned
UK-de6333bc,Returned,2024-08-01,2021-05-09,,Returned
UK-16fd6fe9,Returned,2024-02-04,2022-03-16,,Not Returned
US-4413de57,Shipped,2021-12-04,2022-01-27,2022-10-05,Returned
US-05d58891,Returned,2020-05-11,2021-05-26,,Not Returned
US-20bb1dcb,Delivered,2023-12-25,2020-12-29,,Not Returned
IN-82ba1673,Shipped,2022-08-21,2025-03-14,,Not Returned
IN-d0235573,Returned,2024-06-29,2024-05-29,,Returned
IN-535bc5df,Returned,2022-01-08,2021-05-31,,Not Returned
IN-9cbd0fb4,Returned,2023-05-09,2023-01-03,,Not Returned
IN-6f71d1c2,Delivered,2022-04-14,2023-08-13,,Returned
AU-fca97b61,Returned,2024-12-20,2024-08-17,,Returned
AU-335ac0c3,Shipped,2024-12-10,2022-09-23,,Not Returned
AU-eac0fa56,In Transit,2021-06-11,2020-04-06,,Not Returned
UK-b034796a,Delivered,2022-02-10,2024-05-10,,Returned
AU-ebc98ad2,Returned,2021-06-11,2020-08-06,,Returned
AU-b9fc1a0b,Shipped,2020-08-04,2022-01-18,,Not Returned
AU-cd7b4958,In Transit,2020-02-23,2020-12-19,,Returned
CA-fd12b33a,In Transit,2023-11-12,2025-01-02,,Not Returned
CA-6d968bee,In Transit,2022-10-25,2020-12-31,,Not Returned
UK-9f7f3df6,In Transit,2023-07-30,2025-03-18,,Returned
UK-29eeb491,Returned,2023-02-24,2024-08-12,2022-11-05,Not Returned
AU-84645e77,Delivered,2020-05-29,2022-06-13,,Returned
AU-63b3d407,Returned,2022-06-15,2020-07-17,,Not Returned
IN-25f4af0b,Returned,2024-11-28,2022-05-16,,Not Returned
IN-8052da48,Returned,2020-05-14,2022-11-11,,Not Returned
US-8d67fc04,In Transit,2024-12-04,2024-08-18,,Not Returned
US-4ff88c6d,In Transit,2023-07-17,2020-07-22,,Returned
US-90be9eb6,In Transit,2021-01-09,2020-04-09,,Not Returned
US-c2c42669,Returned,2020-12-16,2023-11-22,,Returned
AU-8c225813,In Transit,2023-03-24,2020-01-10,,Returned
US-a627744c,Shipped,2020-02-26,2024-03-01,,Returned
US-9d77a98c,Delivered,2021-12-24,2020-12-01,,Not Returned
US-c50c5d6b,Returned,2024-03-28,2021-03-31,,Not Returned
US-850ab7b8,Delivered,2021-11-30,2023-10-15,,Not Returned
AU-987a5375,Delivered,2020-03-26,2020-02-03,,Returned
AU-c0c6788e,In Transit,2024-03-11,2022-01-24,,Not Returned
IN-8afc0b75,Returned,2020-04-04,2022-04-21,,Returned
UK-e04dc001,In Transit,2021-06-17,2020-01-17,,Not Returned
UK-1b494e6a,Shipped,2023-02-01,2022-05-30,,Returned
UK-5afe5d28,In Transit,2024-08-10,2023-02-17,,Returned
CA-bc58636c,In Transit,2022-04-10,2025-02-07,,Returned
CA-b43b426f,In Transit,2022-08-10,2021-02-11,,Not Returned
CA-6be26936,Delivered,2023-02-23,2024-12-12,,Not Returned
CA-21c51e1b,In Transit,2025-01-01,2022-01-20,,Not Returned
IN-4e58c663,Returned,2022-02-09,2020-12-17,,Not Returned
IN-6dda70cb,Delivered,2020-04-07,2021-01-22,,Not Returned
IN-6bae597f,Shipped,2023-04-18,2024-10-27,,Returned
IN-59840e1f,Shipped,2023-12-07,2023-12-06,,Not Returned
IN-baa00ed8,Shipped,2022-10-07,2024-04-21,,Returned
IN-350d4415,In Transit,2020-04-28,2021-05-05,,Returned
IN-905bce94,Delivered,2020-08-24,2021-02-16,2023-07-01,Returned
AU-137de51e,In Transit,2020-12-27,2021-09-15,,Not Returned
AU-e151bb87,In Transit,2020-02-22,2023-12-27,,Returned
UK-574ede21,Returned,2021-09-06,2020-11-28,,Returned
UK-6b568ae8,Returned,2021-03-18,2021-01-06,,Not Returned
UK-3c91cacb,Returned,2024-11-11,2022-12-09,,Not Returned
UK-c0585c98,Shipped,2024-12-10,2023-03-26,,Not Returned
US-b2c84961,In Transit,2024-10-07,2023-11-16,,Not Returned
AU-1d570608,Delivered,2022-09-09,2021-08-04,,Returned
AU-87c1fef3,Returned,2022-05-08,2023-12-22,,Returned
AU-9a4ad16e,Delivered,2023-08-15,2023-03-05,,Not Returned
UK-8b670111,In Transit,2022-06-09,2021-03-13,,Not Returned
UK-6eef7ad2,Delivered,2024-10-01,2023-03-29,,Returned
IN-9fd44ad8,Shipped,2025-01-08,2024-06-04,,Returned
IN-61c4739c,In Transit,2021-05-23,2022-10-25,,Returned
IN-acd74597,Returned,2024-03-13,2022-09-13,,Returned
UK-4a49b76e,Returned,2021-03-12,2021-01-10,,Returned
UK-127ac903,In Transit,2024-08-01,2023-06-04,,Returned
US-673ad193,In Transit,2021-05-16,2021-02-01,2022-04-02,Returned
US-307de783,Returned,2024-03-29,2024-12-05,,Returned
US-7a3ccb62,Shipped,2020-11-25,2020-03-18,,Returned
UK-db43be32,Delivered,2020-09-03,2022-08-15,,Not Returned
UK-1f766bcf,Delivered,2024-05-01,2023-12-03,,Not Returned
UK-2b36e92c,Delivered,2021-12-01,2022-12-19,,Returned
CA-0eea0aad,Shipped,2022-03-05,2024-09-18,,Not Returned
CA-cd369253,Delivered,2020-06-26,2021-04-29,,Returned
CA-113a07d4,Shipped,2021-01-26,2022-09-01,,Returned
CA-fec19029,In Transit,2021-07-13,2020-01-07,,Not Returned
CA-dbf8ef5b,Shipped,2024-09-29,2024-05-24,,Returned
US-e0fa413f,Returned,2020-11-08,2021-06-10,,Returned
US-738902ae,Delivered,2022-12-31,2025-03-02,,Not Returned
US-29579e5d,In Transit,2023-12-01,2022-12-22,,Not Returned
CA-6a80f54c,Shipped,2023-03-15,2020-10-25,2024-10-13,Returned
CA-5fc909b9,In Transit,2024-10-18,2020-02-28,,Not Returned
UK-1988b25e,Returned,2021-08-12,2022-10-06,,Returned
UK-613b9c53,Delivered,2021-09-03,2021-07-28,,Not Returned
UK-33c0934d,Delivered,2021-01-10,2022-12-27,,Returned
AU-e4e7ce19,Returned,2020-01-01,2023-02-17,,Returned
UK-5774e288,Delivered,2020-11-25,2021-09-02,2021-08-08,Not Returned
US-d5ba8824,Shipped,2025-02-16,2022-09-22,,Returned
US-8e412826,Returned,2023-01-26,2025-03-04,,Not Returned
US-03763049,Delivered,2024-09-03,2023-01-11,2020-11-18,Not Returned
AU-62006c8c,In Transit,2021-08-22,2024-01-07,,Returned
AU-eb8c4a92,Shipped,2024-11-02,2021-05-15,,Not Returned
US-536f853e,Returned,2021-09-10,2020-11-14,,Returned
US-acdbce60,In Transit,2023-11-17,2021-01-22,,Returned
US-6fdee500,In Transit,2024-11-19,2025-01-25,,Returned
US-e79c1b99,In Transit,2020-10-12,2022-08-10,,Not Returned
CA-27ce5d23,In Transit,2024-09-15,2022-12-28,,Not Returned
CA-c049ca82,Delivered,2024-08-19,2021-07-29,,Returned
CA-854059cc,In Transit,2024-12-22,2025-03-08,,Returned
CA-4fee069f,Returned,2025-01-01,2024-04-02,,Returned
CA-bea65d67,In Transit,2025-01-21,2022-10-05,,Returned
CA-9732201a,In Transit,2024-05-12,2025-02-27,,Not Returned
IN-4092fec0,Delivered,2023-07-13,2021-02-05,,Returned
CA-eb6976cc,Returned,2022-11-30,2022-09-25,,Not Returned
CA-82822483,Shipped,2023-09-24,2020-07-29,,Not Returned
IN-22ccffbc,In Transit,2022-12-01,2024-08-17,,Returned
IN-b9aaaebd,In Transit,2024-06-03,2021-03-07,,Returned
IN-92d961a4,Delivered,2023-08-03,2020-05-31,,Not Returned
CA-e8ee9717,Shipped,2024-04-23,2022-08-30,,Returned
CA-59f253f0,In Transit,2022-03-05,2024-04-27,,Returned
CA-6c938a9f,In Transit,2021-12-12,2023-03-05,,Not Returned
CA-fc68d316,Returned,2024-04-19,2024-04-15,2021-07-21,Not Returned
AU-682df3de,Returned,2021-05-13,2023-05-19,,Not Returned
AU-c8944a75,Returned,2023-12-29,2020-01-07,,Returned
US-61e762e7,Returned,2024-04-13,2020-11-27,,Not Returned
AU-f57081af,In Transit,2024-10-29,2020-01-18,,Returned
US-fce0affa,In Transit,2024-01-13,2025-01-16,,Not Returned
US-6e0ded05,Shipped,2020-08-06,2020-02-26,,Returned
IN-66591e08,In Transit,2020-03-19,2021-08-10,,Returned
IN-88f73cfd,Shipped,2024-09-17,2021-10-04,,Returned
IN-0dc50c0a,Shipped,2021-06-10,2022-08-29,,Not Returned
US-7f0ac52a,Returned,2022-02-21,2023-04-27,,Not Returned
US-f42adb36,Returned,2020-03-01,2024-01-08,,Returned
CA-b09d7b3a,Delivered,2024-10-05,2020-02-03,,Not Returned
CA-30326ab5,Shipped,2022-08-31,2021-10-29,,Returned
CA-c31503b3,Delivered,2021-07-29,2022-10-21,2024-10-03,Not Returned
CA-a92e701d,Returned,2021-09-28,2020-05-14,,Returned
US-1495f504,Delivered,2021-04-01,2024-05-28,,Not Returned
US-c84f273b,In Transit,2021-01-30,2025-01-28,,Not Returned
US-61053b29,Returned,2024-10-02,2020-12-02,2024-09-15,Not Returned
UK-bbeb75f8,Returned,2020-01-17,2022-08-20,2024-06-21,Not Returned
UK-527b617c,Delivered,2021-03-03,2020-03-18,,Not Returned
CA-5c53610a,In Transit,2021-04-29,2024-10-03,,Returned
UK-6792e319,In Transit,2023-08-05,2023-01-12,,Not Returned
UK-4f7a7013,Returned,2024-07-24,2024-08-16,,Not Returned
US-5b5cb6da,Delivered,2025-01-16,2021-12-12,,Returned
US-69d05011,In Transit,2023-06-15,2024-06-04,,Returned
US-61bae95c,Delivered,2024-02-16,2024-03-15,,Returned
CA-47ada076,Shipped,2023-04-03,2023-02-27,,Not Returned
AU-ec85a234,Shipped,2022-03-20,2024-10-05,,Not Returned
AU-45c00ddc,In Transit,2021-09-06,2020-02-14,,Returned
US-cae031f9,Shipped,2021-03-10,2021-05-19,,Not Returned
US-eabc7050,Shipped,2024-10-11,2020-05-09,,Returned
US-2a6511cd,Returned,2024-11-27,2021-09-21,,Returned
AU-1dee97f2,Returned,2021-03-26,2020-12-30,,Not Returned
US-acde27ff,Shipped,2020-06-03,2023-05-23,,Returned
US-542852f6,Returned,2022-04-26,2021-08-01,,Returned
US-bd99019e,Returned,2021-12-02,2021-01-10,,Returned
US-2a71475b,In Transit,2022-07-15,2021-05-03,,Not Returned
US-ff63605b,In Transit,2020-09-28,2021-06-28,,Returned
US-588e0443,Shipped,2023-10-06,2024-04-24,,Returned
US-d53bfbbe,In Transit,2022-01-03,2024-08-01,2022-11-02,Returned
US-d8485584,Delivered,2021-11-27,2020-08-08,,Returned
UK-971045cb,Returned,2024-03-16,2025-01-17,,Returned
UK-373b4c64,Shipped,2023-04-30,2021-09-19,,Returned
AU-3aa2eae7,Shipped,2021-04-13,2024-03-09,,Returned
AU-74ff247e,Returned,2024-02-12,2023-12-14,,Returned
AU-c0b3277a,Shipped,2024-02-01,2021-04-26,,Returned
CA-a5d2d7b5,Shipped,2022-09-10,2021-09-04,,Not Returned
CA-71aae150,Returned,2021-08-07,2023-12-14,,Returned
CA-928beac2,Delivered,2021-01-28,2023-04-29,,Not Returned
CA-63461a70,Shipped,2021-10-04,2025-02-08,,Returned
CA-383b04c2,Returned,2020-10-26,2024-06-25,,Not Returned
CA-b8260b5a,Returned,2022-08-12,2021-07-03,,Returned
UK-1e2d2414,Returned,2022-05-10,2021-01-04,,Not Returned
CA-28f6d2ca,Delivered,2025-02-17,2023-10-29,,Returned
CA-35f2d0da,Returned,2023-06-18,2023-05-14,,Returned
IN-2006dc59,Returned,2020-09-16,2022-04-03,,Returned
IN-63d8a0ee,Delivered,2023-11-29,2021-04-12,,Not Returned
UK-4c71c504,Shipped,2024-08-22,2020-01-18,,Not Returned
UK-53c300b1,Delivered,2023-09-22,2024-06-13,,Not Returned
UK-25e6428a,Returned,2020-12-28,2021-01-13,,Not Returned
US-72bb7e86,Returned,2024-06-11,2020-07-22,,Not Returned
US-f5a5d3e3,In Transit,2022-08-11,2021-10-17,,Returned
IN-cdc4501b,In Transit,2020-06-03,2022-02-16,,Not Returned
IN-587ca53e,Returned,2023-10-03,2020-04-01,,Not Returned
IN-14318401,In Transit,2022-06-06,2022-09-11,,Returned
CA-2e6b4592,Returned,2023-03-30,2023-03-16,2022-08-24,Returned
CA-8f4c6d38,Shipped,2022-02-02,2021-09-14,,Returned
IN-ecb04ce0,In Transit,2024-07-18,2021-01-06,,Returned
IN-a63f190d,Shipped,2025-03-06,2023-05-02,,Not Returned
US-f1a75447,Shipped,2024-12-21,2024-10-03,,Returned
US-e089aa35,Returned,2023-04-18,2021-04-18,,Not Returned
UK-33e93cdb,Shipped,2025-01-09,2025-02-14,,Not Returned
CA-41edd476,Shipped,2025-01-20,2021-09-11,,Returned
CA-20ddbe06,In Transit,2020-11-03,2023-12-12,,Not Returned
UK-5c3b1fe9,Delivered,2023-10-12,2022-09-04,,Returned
UK-639bb3ff,Shipped,2024-07-23,2021-08-28,,Returned
UK-b64b7314,Shipped,2021-08-30,2024-01-18,,Not Returned
AU-5348373b,Returned,2021-06-18,2023-10-30,,Not Returned
AU-6fdbddae,Delivered,2020-07-11,2020-12-15,,Not Returned
AU-bd7b24a8,Returned,2021-07-22,2023-06-29,,Returned
IN-1deb60f1,In Transit,2024-03-23,2023-01-06,2023-10-07,Returned
UK-4f48f5a7,In Transit,2020-05-13,2022-02-11,,Returned
UK-26f453ec,Returned,2024-03-20,2021-07-10,2020-05-28,Returned
UK-3c57d6ea,In Transit,2022-07-09,2024-07-01,,Returned
US-849b5c65,Returned,2022-05-15,2020-02-09,,Not Returned
US-02435f29,In Transit,2024-01-30,2022-04-29,,Returned
UK-e15a4b0a,Delivered,2020-03-18,2022-09-14,,Not Returned
UK-70b52ef7,In Transit,2024-05-10,2024-12-23,,Not Returned
UK-7f5b92ae,In Transit,2024-11-13,2023-06-07,,Returned
UK-2fbb6aed,Returned,2020-11-29,2020-05-18,,Returned
US-7766e48e,In Transit,2020-11-08,2020-09-12,,Returned
US-92fe50ea,In Transit,2020-01-28,2023-07-13,2022-09-10,Returned
UK-e87d890d,In Transit,2024-01-17,2021-08-28,,Returned
UK-5393dd1d,Returned,2023-11-12,2020-06-22,,Not Returned
IN-f374b21c,In Transit,2024-07-26,2021-12-09,,Returned
CA-a5794a57,In Transit,2023-01-30,2024-04-25,,Returned
UK-8e2444be,Shipped,2020-10-04,2024-06-15,,Returned
UK-d0393fe0,Shipped,2024-06-12,2022-10-10,2024-09-18,Not Returned
CA-d34db585,Delivered,2020-06-13,2023-02-28,,Returned
CA-4ccff604,Shipped,2021-08-11,2021-07-30,,Not Returned
CA-a069dc87,Delivered,2022-04-14,2024-07-04,,Returned
UK-816a1201,In Transit,2021-12-13,2023-10-14,,Not Returned
UK-7d1177d1,In Transit,2022-01-06,2022-10-06,,Returned
UK-d8634a3e,Delivered,2023-06-26,2020-06-05,,Not Returned
UK-96831a23,Shipped,2024-12-08,2024-07-01,,Returned
